;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7797470130049;ESPONJA DUNITA;;;;ESCENCIAL;;650,00;31;;20.150,00
;7791625000331;ESPONJA FIBRALIMP 100X60X35;;;;FIBRALIMP;;0,00;10;;0,00
;7794440000104;ESPONJA FUERTE;;;;VIRULANA ;;700,00;1;;700,00
;7794440000210;ESPONJA MULTIONDAS;;;;VIRULANA ;;617,00;10;;6.170,00
;7794440002399;ESPONJA PLATEADA;;;;VIRULANA ;;657,00;12;;7.884,00
;7791625004025;ESPONJA PLATEADA;;;;OK;;350,00;3;;1.050,00
;7791274000928;ESPUMA DE AFEITAR ;;;;ALGABO;;3.000,00;2;;6.000,00
;7702018053469;ESPUMA DE AFEITAR MENTOL 175 GS;;;;GILLETTE;;3.841,00;2;;7.682,00
;7500435219648;ESPUMA DE AFEITAR SENSITIVE;;;;GILLETTE;;3.841,00;2;;7.682,00
;;;;;;Pág. 14 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7791050000012;EXTRACTO DE TOMATE;;;;ALMAR;;850,00;2;;1.700,00
;7790070320940;FAJITAS ;;;;LUCCHETTI;;1.500,00;3;;4.500,00
;7790895000454;FANTA  NARANJA 1,5 L DESCARTABLE;;;;COCA COLA;;2.800,00;5;;14.000,00
;7790895001031;FANTA 2,25 L LIMON DESCARTABLE;;;;COCA COLA;;4.000,00;2;;8.000,00
;7790895000836;FANTA 500 ML;;;;COCA COLA;;1.100,00;8;;8.800,00
;7790895000089;FANTA LIMON 2 L RET;;;;COCA COLA;;2.500,00;6;;15.000,00
;7790895642432;FANTA MINI LATA;;;;COCA COLA;;700,00;2;;1.400,00
;7790895006128;FANTA VIDRIO 1,25 L;;;;COCA COLA;;2.000,00;10;;20.000,00
;7790400926910;FASTIX TRANSPARENTE;;;;;;3.917,00;2;;7.834,00
;7790290101473;FERNET MENTA;;;;BRANCA;;5.000,00;5;;25.000,00
;7790070432513;FGELATINA DE CEREZA;;;;EXQUISITA;;900,00;6;;5.400,00
;7797470199268;FIDEOS  CARACOLES ;;;;MAROLIO;;550,00;23;;12.650,00
;7797470008126;FIDEOS CABELLO DE ANGEL;;;;MAROLIO;;1.000,00;7;;7.000,00
;7798138552548;FIDEOS CELANTANO;;;;MOLTO;;500,00;15;;7.500,00
;7797470000908;FIDEOS CODITOS;;;;MAROLIO;;550,00;31;;17.050,00
;7797470000939;FIDEOS DEDALITO;;;;MAROLIO;;570,00;5;;2.850,00
;7798138552876;FIDEOS DOBLADITOS;;;;MOLTO;;1.100,00;4;;4.400,00
;7791664000163;FIDEOS FRESCOS;;;;LA ITALIANA;;2.034,00;1;;2.034,00
;7790070336071;FIDEOS MIX DE VEGETALES;;;;TERRABUSI;;1.000,00;3;;3.000,00
;7790580134822;FIDEOS MOÑOS;;;;ARCOR;;1.200,00;2;;2.400,00
;7797470199244;FIDEOS MOSTECHOL RAYADO;;;;MAROLIO;;550,00;9;;4.950,00
;7797470199329;FIDEOS RIGATTI;;;;MAROLIO;;550,00;10;;5.500,00
;7790070336002;FIDEOS S/ GLUTEN;;;;MATARAZZO;;1.850,00;1;;1.850,00
;7798138552364;FIDEOS TIRABUZON;;;;MOLTO;;700,00;1;;700,00
;7793978000037;FIDEOS VERDES 500 GS;;;;TORRENT;;900,00;3;;2.700,00
;7790070036506;FILET DE MERLUZA 500GS;;;;GRANJA DEL SOL;;5.530,00;10;;55.300,00
;419;FILTRO PARA CAFE SUELTO  ;;;;LA VIRGINIA;;100,00;40;;4.000,00
;7790150811061;FILTRO PARA CAFE X 40 UN;;;;LA VIRGINIA;;3.406,00;1;;3.406,00
;7790742321701;FINLANDIA CLASICO;;;;LA SERENISIMA;;2.000,00;1;;2.000,00
;7622201705268;FLAN DE VAINILLA;;;;ROYAL;;950,00;5;;4.750,00
;7790380028246;FLYN PAFF XXL;;;;;;250,00;6;;1.500,00
;7798347080900;FOCO 20 W;;;;CANDELA;;1.700,00;6;;10.200,00
;7798138555501;FORATTI;;;;STA ISABEL;;550,00;4;;2.200,00
;7790580134716;FORATTI;;;;LA CAMPAGNOLA;;1.100,00;1;;1.100,00
;7790927813243;FRANELA ;;;;MEDIA NARANJA;;1.500,00;3;;4.500,00
;7798061890359;FRANELA NARANJA;;;;ROMYL;;1.215,00;2;;2.430,00
;7798136920769;FRANELLA;;;;FIBRAN CLEAN;;1.000,00;2;;2.000,00
;7790070265333;FRITOLIM;;;;COCINERO;;2.600,00;1;;2.600,00
;7790070320803;FUSILLI;;;;LUCCHETTI;;950,00;2;;1.900,00
;7790040139183;GALLETA  CHOCOLATE;;;;POLVORITA;;400,00;2;;800,00
;7622201808860;GALLETA BOCA DE DAMA;;;;TERRABUSI;;1.100,00;5;;5.500,00
;7790040140943;GALLETA CEREAL MIX CHOCOLATE;;;;ARCOR;;1.100,00;5;;5.500,00
;;;;;;Pág. 15 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7798113159892;GALLETA CHOCOLATE;;;;DALE;;400,00;4;;1.600,00
;7790040127944;GALLETA COFLER;;;;ARCOR;;1.100,00;3;;3.300,00
;7790040116955;GALLETA COFLER;;;;COFLER;;1.300,00;6;;7.800,00
;7790045827054;GALLETA FRUTIGRAN AVENA;;;;GRANIX;;1.200,00;2;;2.400,00
;7790040139176;GALLETA FRUTILLA;;;;POLVORITA;;400,00;4;;1.600,00
;7798113151261;GALLETA FRUTILLA;;;;DALE;;350,00;1;;350,00
;7797470009833;GALLETA MAROLIO X 3 UN;;;;MAROLIO;;800,00;3;;2.400,00
;7790380023487;GALLETA MINI TODDY;;;;TODDY;;500,00;10;;5.000,00
;77903501;GALLETA OPERA;;;;BAGLEY;;432,00;4;;1.728,00
;7790380023432;GALLETA TODDY;;;;TODDY;;1.200,00;10;;12.000,00
;7798113151278;GALLETA VAINILLA;;;;;;400,00;4;;1.600,00
;7790040139169;GALLETA VAINILLA;;;;POLVORITA;;450,00;4;;1.800,00
;7790953000013;GALLETAS;;;;RICKS;;380,00;8;;3.040,00
;7622202241567;GALLETAS CEREALITAS;;;;MONDELEZ;;671,00;2;;1.342,00
;7798126073666;GALLETAS CRUNCHIPS  ROSADA;;;;GAONA;;600,00;9;;5.400,00
;7798126071693;GALLETAS CRUNCHIPS AZUL;;;;GAONA;;600,00;9;;5.400,00
;7798126074281;GALLETAS CRUNCHIPS POCKET;;;;GAONA;;600,00;9;;5.400,00
;7798126074199;GALLETAS CRUNCHIPS POCKET;;;;GAONA;;600,00;9;;5.400,00
;7790628000133;GALLETAS DE SALVADO 400 GS;;;;MAURI;;1.200,00;2;;2.400,00
;7790045000808;GALLETAS FRUTIGRAN PASAS;;;;GRANIX;;1.200,00;2;;2.400,00
;7790045000792;GALLETAS FRUTIGRAN SALVADO;;;;GRANIX;;1.200,00;1;;1.200,00
;7790040146877;GALLETAS MACUCAS;;;;;;0,00;3;;0,00
;7622201735906;GALLETAS PEPITOS ;;;;MONDELEZ;;1.200,00;3;;3.600,00
;7798141972371;GALLETAS PROVIDENCIA X 3;;;;PROVIDENCIA;;756,00;7;;5.292,00
;7791568006452;GALLETAS RELLENAS;;;;PAMELA;;500,00;5;;2.500,00
;7791568006469;GALLETAS RELLENAS CH;;;;PAMELA;;500,00;5;;2.500,00
;7791568000955;GALLETAS RELLENAS VAINILLA;;;;PAMELA;;500,00;5;;2.500,00
;7798443860192;GALLETAS SIN TACC;;;;PRAAT;;1.152,00;6;;6.912,00
;7622201503963;GALLETAS VARIEDAD 300 GS ;;;;TERRABUSI;;1.500,00;1;;1.500,00
;7790040146389;GALLETAS VOCACION;;;;;;600,00;4;;2.400,00
;7796613309267;GALLETAS X 5;;;;MYK;;1.200,00;9;;10.800,00
;7790950000191;GANCIA 450 ML;;;;GANCIA;;3.500,00;3;;10.500,00
;7790950146172;GANCIA LATA;;;;GANCIA;;1.500,00;1;;1.500,00
;7790790120325;GARBANZO LATA;;;;INCA;;700,00;7;;4.900,00
;7792350067071;GARBANZOZ EN LATA;;;;INALPA;;650,00;3;;1.950,00
;7790380011965;GARRAPIÑADA DE MANI 100GS;;;;GEORGALOS;;1.000,00;99;;99.000,00
;7790380037705;GARRAPIÑADA DE MANI 80 GS;;;;GEORGALOS;;700,00;50;;35.000,00
;7790580195809;GARRAPIÑADA DE MANI 80GS;;;;ARCOR;;600,00;10;;6.000,00
;7792360092308;GARRAPIÑADAS DE MANI 80 GS;;;;BONAFIDE;;435,00;5;;2.175,00
;434;GAS EXTRA GAS 10 KG;;;;EXTRA GAS;;30.000,00;41000;;12.300.00
;435;GAS EXTRA GAS 15 KG;;;;EXTRA GAS;;320.000,0;100000;;3.200.000.0.000,00
;433;GAS YPF 10 KG;;;;YPF;;3.000,000;10000;;300.000.0000,00
;;;;;;;;;0;;00,00
;;;;;;Pág. 16 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;432;GAS YPF 15 KG;;;;YPF;;45.000,00;10000;;4.500.000.
;7792170110568;GATORADE 1,25 L;;;;GATORADE;;5.000,00;60;;30.000,00000,00
;7792170110575;GATORADE 1,25 ML MANZANA;;;;GATORADE;;5.000,00;1;;5.000,00
;7792170110704;GATORADE 1L ;;;;;;5.000,00;3;;15.000,00
;7792170042029;GATORADE FRUTAS TROP 500ML;;;;GATORADE;;1.900,00;9;;17.100,00
